*******   SOLUTION:   *******
process( 0 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 7 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 8 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 9 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 10 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 11 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 12 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 13 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 14 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 15 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 16 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 17 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 18 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 19 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 20 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 21 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 22 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 23 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 24 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 25 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 26 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 27 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 28 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 29 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 30 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 31 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 32 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 33 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 34 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 35 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 36 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 37 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 38 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 39 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 40 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 41 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 42 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 43 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 44 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 45 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 46 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 47 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 48 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 49 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 50 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 51 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 52 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 53 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 54 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 55 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 56 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 57 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 58 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 59 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 60 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 61 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 62 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 63 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 64 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 65 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 66 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 67 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 68 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 69 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 70 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 71 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 72 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 73 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 74 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 75 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 76 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 77 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 78 ) =  0  @epoch:  2  | input:  1  | faulty:  False
process( 79 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 80 ) =  0  @epoch:  2  | input:  0  | faulty:  False
process( 81 ) =  0  @epoch:  1  | input:  1  | faulty:  True
PASSED TESTS:  4 / 4
*******   SOLUTION:   *******
process( 0 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 1 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 2 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 3 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 4 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 5 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 6 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 7 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 8 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 9 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 10 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 11 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 12 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 13 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 14 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 15 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 16 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 17 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 18 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 19 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 20 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 21 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 22 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 23 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 24 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 25 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 26 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 27 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 28 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 29 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 30 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 31 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 32 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 33 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 34 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 35 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 36 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 37 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 38 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 39 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 40 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 41 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 42 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 43 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 44 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 45 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 46 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 47 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 48 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 49 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 50 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 51 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 52 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 53 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 54 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 55 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 56 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 57 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 58 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 59 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 60 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 61 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 62 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 63 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 64 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 65 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 66 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 67 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 68 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 69 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 70 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 71 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 72 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 73 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 74 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 75 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 76 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 77 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 78 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 79 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 80 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 81 ) =  1  @epoch:  1  | input:  1  | faulty:  False
PASSED TESTS:  4 / 4
*******   SOLUTION:   *******
process( 0 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 1 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 2 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 3 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 4 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 5 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 6 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 7 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 8 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 9 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 10 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 11 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 12 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 13 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 14 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 15 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 16 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 17 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 18 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 19 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 20 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 21 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 22 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 23 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 24 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 25 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 26 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 27 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 28 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 29 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 30 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 31 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 32 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 33 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 34 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 35 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 36 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 37 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 38 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 39 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 40 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 41 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 42 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 43 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 44 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 45 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 46 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 47 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 48 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 49 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 50 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 51 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 52 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 53 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 54 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 55 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 56 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 57 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 58 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 59 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 60 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 61 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 62 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 63 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 64 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 65 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 66 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 67 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 68 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 69 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 70 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 71 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 72 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 73 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 74 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 75 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 76 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 77 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 78 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 79 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 80 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 81 ) =  0  @epoch:  1  | input:  1  | faulty:  False
PASSED TESTS:  4 / 4
*******   SOLUTION:   *******
process( 0 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 1 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 2 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 3 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 4 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 5 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 6 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 7 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 8 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 9 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 10 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 11 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 12 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 13 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 14 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 15 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 16 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 17 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 18 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 19 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 20 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 21 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 22 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 23 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 24 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 25 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 26 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 27 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 28 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 29 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 30 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 31 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 32 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 33 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 34 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 35 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 36 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 37 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 38 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 39 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 40 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 41 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 42 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 43 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 44 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 45 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 46 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 47 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 48 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 49 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 50 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 51 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 52 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 53 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 54 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 55 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 56 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 57 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 58 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 59 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 60 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 61 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 62 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 63 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 64 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 65 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 66 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 67 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 68 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 69 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 70 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 71 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 72 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 73 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 74 ) =  0  @epoch:  1  | input:  1  | faulty:  True
process( 75 ) =  0  @epoch:  1  | input:  0  | faulty:  False
process( 76 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 77 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 78 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 79 ) =  0  @epoch:  1  | input:  0  | faulty:  True
process( 80 ) =  0  @epoch:  1  | input:  1  | faulty:  False
process( 81 ) =  0  @epoch:  1  | input:  1  | faulty:  False
PASSED TESTS:  4 / 4
*******   SOLUTION:   *******
process( 0 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 1 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 2 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 3 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 4 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 5 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 6 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 7 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 8 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 9 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 10 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 11 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 12 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 13 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 14 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 15 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 16 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 17 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 18 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 19 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 20 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 21 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 22 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 23 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 24 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 25 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 26 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 27 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 28 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 29 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 30 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 31 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 32 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 33 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 34 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 35 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 36 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 37 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 38 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 39 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 40 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 41 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 42 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 43 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 44 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 45 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 46 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 47 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 48 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 49 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 50 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 51 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 52 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 53 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 54 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 55 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 56 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 57 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 58 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 59 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 60 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 61 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 62 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 63 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 64 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 65 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 66 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 67 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 68 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 69 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 70 ) =  1  @epoch:  1  | input:  1  | faulty:  True
process( 71 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 72 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 73 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 74 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 75 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 76 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 77 ) =  1  @epoch:  1  | input:  0  | faulty:  False
process( 78 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 79 ) =  1  @epoch:  1  | input:  0  | faulty:  True
process( 80 ) =  1  @epoch:  1  | input:  1  | faulty:  False
process( 81 ) =  1  @epoch:  1  | input:  1  | faulty:  False
PASSED TESTS:  4 / 4
avg =  199.62368249893188  pstdev =  50.51660446861762  stdev =  53.24917659289054
[149.92802000045776, 156.0633749961853, 160.92316007614136, 315.18978786468506, 172.0414502620697, 270.5806155204773, 188.4140923023224, 181.5788688659668, 195.79152917861938, 205.7259259223938]
